game,country,lat,long,Unnamed: 0,platform,year,Variable,playtime
FIFA 17,Bangladesh,23.68,90.36,235060.0,XOne,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Bangladesh,23.68,90.36,235061.0,PS3,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Bangladesh,23.68,90.36,235062.0,X360,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Bangladesh,23.68,90.36,235063.0,PC,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Bangladesh,23.68,90.36,251778.0,PS4,2016.0,Rating,E
FIFA 17,Bangladesh,23.68,90.36,251779.0,XOne,2016.0,Rating,E
FIFA 17,Bangladesh,23.68,90.36,251780.0,PS3,2016.0,Rating,E
FIFA 17,Bangladesh,23.68,90.36,251781.0,X360,2016.0,Rating,E
FIFA 17,Bangladesh,23.68,90.36,251782.0,PC,2016.0,Rating,E
World of Tanks,Belarus,53.71,27.95,58187.0,PC,2011.0,Genre,Shooter
World of Tanks,Belarus,53.71,27.95,58188.0,X360,,Genre,Shooter
World of Tanks,Belarus,53.71,27.95,74906.0,PC,2011.0,Publisher,Wargaming.net
World of Tanks,Belarus,53.71,27.95,91625.0,PC,2011.0,NA_Sales,0
World of Tanks,Belarus,53.71,27.95,91626.0,X360,,NA_Sales,0
World of Tanks,Belarus,53.71,27.95,108344.0,PC,2011.0,EU_Sales,0.23
World of Tanks,Belarus,53.71,27.95,108345.0,X360,,EU_Sales,0.03
World of Tanks,Belarus,53.71,27.95,125063.0,PC,2011.0,JP_Sales,0
World of Tanks,Belarus,53.71,27.95,125064.0,X360,,JP_Sales,0
World of Tanks,Belarus,53.71,27.95,141782.0,PC,2011.0,Other_Sales,0.05
World of Tanks,Belarus,53.71,27.95,141783.0,X360,,Other_Sales,0
World of Tanks,Belarus,53.71,27.95,158501.0,PC,2011.0,Global_Sales,0.29
World of Tanks,Belarus,53.71,27.95,158502.0,X360,,Global_Sales,0.03
World of Tanks,Belarus,53.71,27.95,175220.0,PC,2011.0,Critic_Score,80
World of Tanks,Belarus,53.71,27.95,191939.0,PC,2011.0,Critic_Count,38
World of Tanks,Belarus,53.71,27.95,208658.0,PC,2011.0,User_Score,3.7
World of Tanks,Belarus,53.71,27.95,208659.0,X360,,User_Score,5.2
World of Tanks,Belarus,53.71,27.95,225377.0,PC,2011.0,User_Count,1466
World of Tanks,Belarus,53.71,27.95,225378.0,X360,,User_Count,9
World of Tanks,Belarus,53.71,27.95,242096.0,PC,2011.0,Developer,Wargaming.net
World of Tanks,Belarus,53.71,27.95,242097.0,X360,,Developer,Microsoft Game Studios
World of Tanks,Belarus,53.71,27.95,258815.0,PC,2011.0,Rating,T
Horizon Zero Dawn ,Belgium,50.5,4.47,,,,,
World of Warcraft,Bolivia,-16.29,-63.59,51233.0,PC,2004.0,Genre,Role-Playing
World of Warcraft,Bolivia,-16.29,-63.59,67952.0,PC,2004.0,Publisher,Activision
World of Warcraft,Bolivia,-16.29,-63.59,84671.0,PC,2004.0,NA_Sales,0.08
World of Warcraft,Bolivia,-16.29,-63.59,101390.0,PC,2004.0,EU_Sales,6.21
World of Warcraft,Bolivia,-16.29,-63.59,118109.0,PC,2004.0,JP_Sales,0
World of Warcraft,Bolivia,-16.29,-63.59,134828.0,PC,2004.0,Other_Sales,0
World of Warcraft,Bolivia,-16.29,-63.59,151547.0,PC,2004.0,Global_Sales,6.29
World of Warcraft,Bolivia,-16.29,-63.59,168266.0,PC,2004.0,Critic_Score,93
World of Warcraft,Bolivia,-16.29,-63.59,184985.0,PC,2004.0,Critic_Count,57
World of Warcraft,Bolivia,-16.29,-63.59,201704.0,PC,2004.0,User_Score,7.3
World of Warcraft,Bolivia,-16.29,-63.59,218423.0,PC,2004.0,User_Count,2182
World of Warcraft,Bolivia,-16.29,-63.59,235142.0,PC,2004.0,Developer,Blizzard Entertainment
World of Warcraft,Bolivia,-16.29,-63.59,251861.0,PC,2004.0,Rating,T
League of Legends ,Bosnia and Herzegovina,43.92,17.68,,,,,
League of Legends ,Brazil,-14.24,-51.93,,,,,
League of Legends ,Bulgaria,42.73,25.49,,,,,
Overwatch,Canada,56.13,-106.35,52301.0,PS4,2016.0,Genre,Shooter
Overwatch,Canada,56.13,-106.35,52302.0,XOne,2016.0,Genre,Shooter
Overwatch,Canada,56.13,-106.35,52303.0,PC,2016.0,Genre,Shooter
Overwatch,Canada,56.13,-106.35,69020.0,PS4,2016.0,Publisher,Activision
Overwatch,Canada,56.13,-106.35,69021.0,XOne,2016.0,Publisher,Activision
Overwatch,Canada,56.13,-106.35,69022.0,PC,2016.0,Publisher,Activision
Overwatch,Canada,56.13,-106.35,85739.0,PS4,2016.0,NA_Sales,0.81
Overwatch,Canada,56.13,-106.35,85740.0,XOne,2016.0,NA_Sales,0.63
Overwatch,Canada,56.13,-106.35,85741.0,PC,2016.0,NA_Sales,0.25
Overwatch,Canada,56.13,-106.35,102458.0,PS4,2016.0,EU_Sales,0.85
Overwatch,Canada,56.13,-106.35,102459.0,XOne,2016.0,EU_Sales,0.33
Overwatch,Canada,56.13,-106.35,102460.0,PC,2016.0,EU_Sales,0.24
Overwatch,Canada,56.13,-106.35,119177.0,PS4,2016.0,JP_Sales,0.15
Overwatch,Canada,56.13,-106.35,119178.0,XOne,2016.0,JP_Sales,0
Overwatch,Canada,56.13,-106.35,119179.0,PC,2016.0,JP_Sales,0
Overwatch,Canada,56.13,-106.35,135896.0,PS4,2016.0,Other_Sales,0.33
Overwatch,Canada,56.13,-106.35,135897.0,XOne,2016.0,Other_Sales,0.1
Overwatch,Canada,56.13,-106.35,135898.0,PC,2016.0,Other_Sales,0.04
Overwatch,Canada,56.13,-106.35,152615.0,PS4,2016.0,Global_Sales,2.14
Overwatch,Canada,56.13,-106.35,152616.0,XOne,2016.0,Global_Sales,1.06
Overwatch,Canada,56.13,-106.35,152617.0,PC,2016.0,Global_Sales,0.53
Overwatch,Canada,56.13,-106.35,169334.0,PS4,2016.0,Critic_Score,90
Overwatch,Canada,56.13,-106.35,169335.0,XOne,2016.0,Critic_Score,91
Overwatch,Canada,56.13,-106.35,169336.0,PC,2016.0,Critic_Score,91
Overwatch,Canada,56.13,-106.35,186053.0,PS4,2016.0,Critic_Count,31
Overwatch,Canada,56.13,-106.35,186054.0,XOne,2016.0,Critic_Count,18
Overwatch,Canada,56.13,-106.35,186055.0,PC,2016.0,Critic_Count,62
Overwatch,Canada,56.13,-106.35,202772.0,PS4,2016.0,User_Score,6.1
Overwatch,Canada,56.13,-106.35,202773.0,XOne,2016.0,User_Score,5.6
Overwatch,Canada,56.13,-106.35,202774.0,PC,2016.0,User_Score,6.8
Overwatch,Canada,56.13,-106.35,219491.0,PS4,2016.0,User_Count,1358
Overwatch,Canada,56.13,-106.35,219492.0,XOne,2016.0,User_Count,668
Overwatch,Canada,56.13,-106.35,219493.0,PC,2016.0,User_Count,4052
Overwatch,Canada,56.13,-106.35,236210.0,PS4,2016.0,Developer,Blizzard Entertainment
Overwatch,Canada,56.13,-106.35,236211.0,XOne,2016.0,Developer,Blizzard Entertainment
Overwatch,Canada,56.13,-106.35,236212.0,PC,2016.0,Developer,Blizzard Entertainment
Overwatch,Canada,56.13,-106.35,252929.0,PS4,2016.0,Rating,T
Overwatch,Canada,56.13,-106.35,252930.0,XOne,2016.0,Rating,T
Overwatch,Canada,56.13,-106.35,252931.0,PC,2016.0,Rating,T
League of Legends ,Chile,-35.68,-71.54,,,,,
Persona 5,Colombia,4.57,-74.3,57223.0,PS4,2016.0,Genre,Role-Playing
Persona 5,Colombia,4.57,-74.3,57224.0,PS3,2016.0,Genre,Role-Playing
Persona 5,Colombia,4.57,-74.3,73942.0,PS4,2016.0,Publisher,Atlus
Persona 5,Colombia,4.57,-74.3,73943.0,PS3,2016.0,Publisher,Unknown
Persona 5,Colombia,4.57,-74.3,90661.0,PS4,2016.0,NA_Sales,0
Persona 5,Colombia,4.57,-74.3,90662.0,PS3,2016.0,NA_Sales,0
Persona 5,Colombia,4.57,-74.3,107380.0,PS4,2016.0,EU_Sales,0
Persona 5,Colombia,4.57,-74.3,107381.0,PS3,2016.0,EU_Sales,0
Persona 5,Colombia,4.57,-74.3,124099.0,PS4,2016.0,JP_Sales,0.37
Persona 5,Colombia,4.57,-74.3,124100.0,PS3,2016.0,JP_Sales,0.11
Persona 5,Colombia,4.57,-74.3,140818.0,PS4,2016.0,Other_Sales,0
Persona 5,Colombia,4.57,-74.3,140819.0,PS3,2016.0,Other_Sales,0
Persona 5,Colombia,4.57,-74.3,157537.0,PS4,2016.0,Global_Sales,0.37
Persona 5,Colombia,4.57,-74.3,157538.0,PS3,2016.0,Global_Sales,0.11
Persona 5,Colombia,4.57,-74.3,241132.0,PS4,2016.0,Developer,Atlus
Persona 5,Colombia,4.57,-74.3,241133.0,PS3,2016.0,Developer,Atlus
FIFA 17,Costa Rica,9.75,-83.75,51150.0,PS4,2016.0,Genre,Sports
FIFA 17,Costa Rica,9.75,-83.75,51151.0,XOne,2016.0,Genre,Sports
FIFA 17,Costa Rica,9.75,-83.75,51152.0,PS3,2016.0,Genre,Sports
FIFA 17,Costa Rica,9.75,-83.75,51153.0,X360,2016.0,Genre,Sports
FIFA 17,Costa Rica,9.75,-83.75,51154.0,PC,2016.0,Genre,Sports
FIFA 17,Costa Rica,9.75,-83.75,67869.0,PS4,2016.0,Publisher,Electronic Arts
FIFA 17,Costa Rica,9.75,-83.75,67870.0,XOne,2016.0,Publisher,Electronic Arts
FIFA 17,Costa Rica,9.75,-83.75,67871.0,PS3,2016.0,Publisher,Electronic Arts
FIFA 17,Costa Rica,9.75,-83.75,67872.0,X360,2016.0,Publisher,Electronic Arts
FIFA 17,Costa Rica,9.75,-83.75,67873.0,PC,2016.0,Publisher,Electronic Arts
FIFA 17,Costa Rica,9.75,-83.75,84588.0,PS4,2016.0,NA_Sales,0.66
FIFA 17,Costa Rica,9.75,-83.75,84589.0,XOne,2016.0,NA_Sales,0.43
FIFA 17,Costa Rica,9.75,-83.75,84590.0,PS3,2016.0,NA_Sales,0.05
FIFA 17,Costa Rica,9.75,-83.75,84591.0,X360,2016.0,NA_Sales,0.07
FIFA 17,Costa Rica,9.75,-83.75,84592.0,PC,2016.0,NA_Sales,0
FIFA 17,Costa Rica,9.75,-83.75,101307.0,PS4,2016.0,EU_Sales,5.75
FIFA 17,Costa Rica,9.75,-83.75,101308.0,XOne,2016.0,EU_Sales,2.05
FIFA 17,Costa Rica,9.75,-83.75,101309.0,PS3,2016.0,EU_Sales,0.55
FIFA 17,Costa Rica,9.75,-83.75,101310.0,X360,2016.0,EU_Sales,0.28
FIFA 17,Costa Rica,9.75,-83.75,101311.0,PC,2016.0,EU_Sales,0.11
FIFA 17,Costa Rica,9.75,-83.75,118026.0,PS4,2016.0,JP_Sales,0.08
FIFA 17,Costa Rica,9.75,-83.75,118027.0,XOne,2016.0,JP_Sales,0
FIFA 17,Costa Rica,9.75,-83.75,118028.0,PS3,2016.0,JP_Sales,0.03
FIFA 17,Costa Rica,9.75,-83.75,118029.0,X360,2016.0,JP_Sales,0
FIFA 17,Costa Rica,9.75,-83.75,118030.0,PC,2016.0,JP_Sales,0
FIFA 17,Costa Rica,9.75,-83.75,134745.0,PS4,2016.0,Other_Sales,1.11
FIFA 17,Costa Rica,9.75,-83.75,134746.0,XOne,2016.0,Other_Sales,0.17
FIFA 17,Costa Rica,9.75,-83.75,134747.0,PS3,2016.0,Other_Sales,0.1
FIFA 17,Costa Rica,9.75,-83.75,134748.0,X360,2016.0,Other_Sales,0.03
FIFA 17,Costa Rica,9.75,-83.75,134749.0,PC,2016.0,Other_Sales,0.01
FIFA 17,Costa Rica,9.75,-83.75,151464.0,PS4,2016.0,Global_Sales,7.59
FIFA 17,Costa Rica,9.75,-83.75,151465.0,XOne,2016.0,Global_Sales,2.65
FIFA 17,Costa Rica,9.75,-83.75,151466.0,PS3,2016.0,Global_Sales,0.73
FIFA 17,Costa Rica,9.75,-83.75,151467.0,X360,2016.0,Global_Sales,0.38
FIFA 17,Costa Rica,9.75,-83.75,151468.0,PC,2016.0,Global_Sales,0.12
FIFA 17,Costa Rica,9.75,-83.75,168183.0,PS4,2016.0,Critic_Score,85
FIFA 17,Costa Rica,9.75,-83.75,168184.0,XOne,2016.0,Critic_Score,84
FIFA 17,Costa Rica,9.75,-83.75,168187.0,PC,2016.0,Critic_Score,84
FIFA 17,Costa Rica,9.75,-83.75,184902.0,PS4,2016.0,Critic_Count,41
FIFA 17,Costa Rica,9.75,-83.75,184903.0,XOne,2016.0,Critic_Count,50
FIFA 17,Costa Rica,9.75,-83.75,184906.0,PC,2016.0,Critic_Count,12
FIFA 17,Costa Rica,9.75,-83.75,201621.0,PS4,2016.0,User_Score,5
FIFA 17,Costa Rica,9.75,-83.75,201622.0,XOne,2016.0,User_Score,5.5
FIFA 17,Costa Rica,9.75,-83.75,201623.0,PS3,2016.0,User_Score,3.3
FIFA 17,Costa Rica,9.75,-83.75,201624.0,X360,2016.0,User_Score,1.7
FIFA 17,Costa Rica,9.75,-83.75,201625.0,PC,2016.0,User_Score,4.2
FIFA 17,Costa Rica,9.75,-83.75,218340.0,PS4,2016.0,User_Count,398
FIFA 17,Costa Rica,9.75,-83.75,218341.0,XOne,2016.0,User_Count,201
FIFA 17,Costa Rica,9.75,-83.75,218342.0,PS3,2016.0,User_Count,21
FIFA 17,Costa Rica,9.75,-83.75,218343.0,X360,2016.0,User_Count,23
FIFA 17,Costa Rica,9.75,-83.75,218344.0,PC,2016.0,User_Count,160
FIFA 17,Costa Rica,9.75,-83.75,235059.0,PS4,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Costa Rica,9.75,-83.75,235060.0,XOne,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Costa Rica,9.75,-83.75,235061.0,PS3,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Costa Rica,9.75,-83.75,235062.0,X360,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Costa Rica,9.75,-83.75,235063.0,PC,2016.0,Developer,"EA Sports, EA Vancouver"
FIFA 17,Costa Rica,9.75,-83.75,251778.0,PS4,2016.0,Rating,E
FIFA 17,Costa Rica,9.75,-83.75,251779.0,XOne,2016.0,Rating,E
FIFA 17,Costa Rica,9.75,-83.75,251780.0,PS3,2016.0,Rating,E
FIFA 17,Costa Rica,9.75,-83.75,251781.0,X360,2016.0,Rating,E
FIFA 17,Costa Rica,9.75,-83.75,251782.0,PC,2016.0,Rating,E
Battlefield 1,Croatia,45.1,15.2,51493.0,PS4,2016.0,Genre,Shooter
Battlefield 1,Croatia,45.1,15.2,51494.0,XOne,2016.0,Genre,Shooter
Battlefield 1,Croatia,45.1,15.2,51495.0,PC,2016.0,Genre,Shooter
Battlefield 1,Croatia,45.1,15.2,68212.0,PS4,2016.0,Publisher,Electronic Arts
Battlefield 1,Croatia,45.1,15.2,68213.0,XOne,2016.0,Publisher,Electronic Arts
Battlefield 1,Croatia,45.1,15.2,68214.0,PC,2016.0,Publisher,Electronic Arts
Battlefield 1,Croatia,45.1,15.2,84931.0,PS4,2016.0,NA_Sales,1.1
Battlefield 1,Croatia,45.1,15.2,84932.0,XOne,2016.0,NA_Sales,1.28
Battlefield 1,Croatia,45.1,15.2,84933.0,PC,2016.0,NA_Sales,0.11
Battlefield 1,Croatia,45.1,15.2,101650.0,PS4,2016.0,EU_Sales,2.15
Battlefield 1,Croatia,45.1,15.2,101651.0,XOne,2016.0,EU_Sales,0.77
Battlefield 1,Croatia,45.1,15.2,101652.0,PC,2016.0,EU_Sales,0.24
Battlefield 1,Croatia,45.1,15.2,118369.0,PS4,2016.0,JP_Sales,0.21
Battlefield 1,Croatia,45.1,15.2,118370.0,XOne,2016.0,JP_Sales,0
Battlefield 1,Croatia,45.1,15.2,118371.0,PC,2016.0,JP_Sales,0
Battlefield 1,Croatia,45.1,15.2,135088.0,PS4,2016.0,Other_Sales,0.61
Battlefield 1,Croatia,45.1,15.2,135089.0,XOne,2016.0,Other_Sales,0.2
Battlefield 1,Croatia,45.1,15.2,135090.0,PC,2016.0,Other_Sales,0.03
Battlefield 1,Croatia,45.1,15.2,151807.0,PS4,2016.0,Global_Sales,4.08
Battlefield 1,Croatia,45.1,15.2,151808.0,XOne,2016.0,Global_Sales,2.25
Battlefield 1,Croatia,45.1,15.2,151809.0,PC,2016.0,Global_Sales,0.38
Battlefield 1,Croatia,45.1,15.2,168526.0,PS4,2016.0,Critic_Score,88
Battlefield 1,Croatia,45.1,15.2,168527.0,XOne,2016.0,Critic_Score,87
Battlefield 1,Croatia,45.1,15.2,168528.0,PC,2016.0,Critic_Score,88
Battlefield 1,Croatia,45.1,15.2,185245.0,PS4,2016.0,Critic_Count,31
Battlefield 1,Croatia,45.1,15.2,185246.0,XOne,2016.0,Critic_Count,37
Battlefield 1,Croatia,45.1,15.2,185247.0,PC,2016.0,Critic_Count,54
Battlefield 1,Croatia,45.1,15.2,201964.0,PS4,2016.0,User_Score,8.4
Battlefield 1,Croatia,45.1,15.2,201965.0,XOne,2016.0,User_Score,8.2
Battlefield 1,Croatia,45.1,15.2,201966.0,PC,2016.0,User_Score,7.6
Battlefield 1,Croatia,45.1,15.2,218683.0,PS4,2016.0,User_Count,809
Battlefield 1,Croatia,45.1,15.2,218684.0,XOne,2016.0,User_Count,440
Battlefield 1,Croatia,45.1,15.2,218685.0,PC,2016.0,User_Count,1137
Battlefield 1,Croatia,45.1,15.2,235402.0,PS4,2016.0,Developer,EA DICE
Battlefield 1,Croatia,45.1,15.2,235403.0,XOne,2016.0,Developer,EA DICE
Battlefield 1,Croatia,45.1,15.2,235404.0,PC,2016.0,Developer,EA DICE
Battlefield 1,Croatia,45.1,15.2,252121.0,PS4,2016.0,Rating,M
Battlefield 1,Croatia,45.1,15.2,252122.0,XOne,2016.0,Rating,M
Battlefield 1,Croatia,45.1,15.2,252123.0,PC,2016.0,Rating,M
World of Tanks,Czechia,12.84,15.53,58187.0,PC,2011.0,Genre,Shooter
World of Tanks,Czechia,12.84,15.53,58188.0,X360,,Genre,Shooter
World of Tanks,Czechia,12.84,15.53,74906.0,PC,2011.0,Publisher,Wargaming.net
World of Tanks,Czechia,12.84,15.53,91625.0,PC,2011.0,NA_Sales,0
World of Tanks,Czechia,12.84,15.53,91626.0,X360,,NA_Sales,0
World of Tanks,Czechia,12.84,15.53,108344.0,PC,2011.0,EU_Sales,0.23
World of Tanks,Czechia,12.84,15.53,108345.0,X360,,EU_Sales,0.03
World of Tanks,Czechia,12.84,15.53,125063.0,PC,2011.0,JP_Sales,0
World of Tanks,Czechia,12.84,15.53,125064.0,X360,,JP_Sales,0
World of Tanks,Czechia,12.84,15.53,141782.0,PC,2011.0,Other_Sales,0.05
World of Tanks,Czechia,12.84,15.53,141783.0,X360,,Other_Sales,0
World of Tanks,Czechia,12.84,15.53,158501.0,PC,2011.0,Global_Sales,0.29
World of Tanks,Czechia,12.84,15.53,158502.0,X360,,Global_Sales,0.03
World of Tanks,Czechia,12.84,15.53,175220.0,PC,2011.0,Critic_Score,80
World of Tanks,Czechia,12.84,15.53,191939.0,PC,2011.0,Critic_Count,38
World of Tanks,Czechia,12.84,15.53,208658.0,PC,2011.0,User_Score,3.7
World of Tanks,Czechia,12.84,15.53,208659.0,X360,,User_Score,5.2
World of Tanks,Czechia,12.84,15.53,225377.0,PC,2011.0,User_Count,1466
World of Tanks,Czechia,12.84,15.53,225378.0,X360,,User_Count,9
World of Tanks,Czechia,12.84,15.53,242096.0,PC,2011.0,Developer,Wargaming.net
World of Tanks,Czechia,12.84,15.53,242097.0,X360,,Developer,Microsoft Game Studios
World of Tanks,Czechia,12.84,15.53,258815.0,PC,2011.0,Rating,T
Battlefield 1,Denmark,57.05,9.94,51493.0,PS4,2016.0,Genre,Shooter
Battlefield 1,Denmark,57.05,9.94,51494.0,XOne,2016.0,Genre,Shooter
Battlefield 1,Denmark,57.05,9.94,51495.0,PC,2016.0,Genre,Shooter
Battlefield 1,Denmark,57.05,9.94,68212.0,PS4,2016.0,Publisher,Electronic Arts
Battlefield 1,Denmark,57.05,9.94,68213.0,XOne,2016.0,Publisher,Electronic Arts
Battlefield 1,Denmark,57.05,9.94,68214.0,PC,2016.0,Publisher,Electronic Arts
Battlefield 1,Denmark,57.05,9.94,84931.0,PS4,2016.0,NA_Sales,1.1
Battlefield 1,Denmark,57.05,9.94,84932.0,XOne,2016.0,NA_Sales,1.28
Battlefield 1,Denmark,57.05,9.94,84933.0,PC,2016.0,NA_Sales,0.11
Battlefield 1,Denmark,57.05,9.94,101650.0,PS4,2016.0,EU_Sales,2.15
Battlefield 1,Denmark,57.05,9.94,101651.0,XOne,2016.0,EU_Sales,0.77
Battlefield 1,Denmark,57.05,9.94,101652.0,PC,2016.0,EU_Sales,0.24
Battlefield 1,Denmark,57.05,9.94,118369.0,PS4,2016.0,JP_Sales,0.21
Battlefield 1,Denmark,57.05,9.94,118370.0,XOne,2016.0,JP_Sales,0
Battlefield 1,Denmark,57.05,9.94,118371.0,PC,2016.0,JP_Sales,0
Battlefield 1,Denmark,57.05,9.94,135088.0,PS4,2016.0,Other_Sales,0.61
Battlefield 1,Denmark,57.05,9.94,135089.0,XOne,2016.0,Other_Sales,0.2
Battlefield 1,Denmark,57.05,9.94,135090.0,PC,2016.0,Other_Sales,0.03
Battlefield 1,Denmark,57.05,9.94,151807.0,PS4,2016.0,Global_Sales,4.08
Battlefield 1,Denmark,57.05,9.94,151808.0,XOne,2016.0,Global_Sales,2.25
Battlefield 1,Denmark,57.05,9.94,151809.0,PC,2016.0,Global_Sales,0.38
Battlefield 1,Denmark,57.05,9.94,168526.0,PS4,2016.0,Critic_Score,88
Battlefield 1,Denmark,57.05,9.94,168527.0,XOne,2016.0,Critic_Score,87
Battlefield 1,Denmark,57.05,9.94,168528.0,PC,2016.0,Critic_Score,88
Battlefield 1,Denmark,57.05,9.94,185245.0,PS4,2016.0,Critic_Count,31
Battlefield 1,Denmark,57.05,9.94,185246.0,XOne,2016.0,Critic_Count,37
Battlefield 1,Denmark,57.05,9.94,185247.0,PC,2016.0,Critic_Count,54
Battlefield 1,Denmark,57.05,9.94,201964.0,PS4,2016.0,User_Score,8.4
Battlefield 1,Denmark,57.05,9.94,201965.0,XOne,2016.0,User_Score,8.2
Battlefield 1,Denmark,57.05,9.94,201966.0,PC,2016.0,User_Score,7.6
Battlefield 1,Denmark,57.05,9.94,218683.0,PS4,2016.0,User_Count,809
Battlefield 1,Denmark,57.05,9.94,218684.0,XOne,2016.0,User_Count,440
Battlefield 1,Denmark,57.05,9.94,218685.0,PC,2016.0,User_Count,1137
Battlefield 1,Denmark,57.05,9.94,235402.0,PS4,2016.0,Developer,EA DICE
Battlefield 1,Denmark,57.05,9.94,235403.0,XOne,2016.0,Developer,EA DICE
Battlefield 1,Denmark,57.05,9.94,235404.0,PC,2016.0,Developer,EA DICE
Battlefield 1,Denmark,57.05,9.94,252121.0,PS4,2016.0,Rating,M
Battlefield 1,Denmark,57.05,9.94,252122.0,XOne,2016.0,Rating,M
Battlefield 1,Denmark,57.05,9.94,252123.0,PC,2016.0,Rating,M
Persona 5,Dominican Republic,-5.05,18.78,57223.0,PS4,2016.0,Genre,Role-Playing
Persona 5,Dominican Republic,-5.05,18.78,57224.0,PS3,2016.0,Genre,Role-Playing
Persona 5,Dominican Republic,-5.05,18.78,73942.0,PS4,2016.0,Publisher,Atlus
Persona 5,Dominican Republic,-5.05,18.78,73943.0,PS3,2016.0,Publisher,Unknown
Persona 5,Dominican Republic,-5.05,18.78,90661.0,PS4,2016.0,NA_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,90662.0,PS3,2016.0,NA_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,107380.0,PS4,2016.0,EU_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,107381.0,PS3,2016.0,EU_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,124099.0,PS4,2016.0,JP_Sales,0.37
Persona 5,Dominican Republic,-5.05,18.78,124100.0,PS3,2016.0,JP_Sales,0.11
Persona 5,Dominican Republic,-5.05,18.78,140818.0,PS4,2016.0,Other_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,140819.0,PS3,2016.0,Other_Sales,0
Persona 5,Dominican Republic,-5.05,18.78,157537.0,PS4,2016.0,Global_Sales,0.37
Persona 5,Dominican Republic,-5.05,18.78,157538.0,PS3,2016.0,Global_Sales,0.11
Persona 5,Dominican Republic,-5.05,18.78,241132.0,PS4,2016.0,Developer,Atlus
Persona 5,Dominican Republic,-5.05,18.78,241133.0,PS3,2016.0,Developer,Atlus
Persona 5,Ecuador,-2.2,-80.86,57223.0,PS4,2016.0,Genre,Role-Playing
Persona 5,Ecuador,-2.2,-80.86,57224.0,PS3,2016.0,Genre,Role-Playing
Persona 5,Ecuador,-2.2,-80.86,73942.0,PS4,2016.0,Publisher,Atlus
Persona 5,Ecuador,-2.2,-80.86,73943.0,PS3,2016.0,Publisher,Unknown
Persona 5,Ecuador,-2.2,-80.86,90661.0,PS4,2016.0,NA_Sales,0
Persona 5,Ecuador,-2.2,-80.86,90662.0,PS3,2016.0,NA_Sales,0
Persona 5,Ecuador,-2.2,-80.86,107380.0,PS4,2016.0,EU_Sales,0
Persona 5,Ecuador,-2.2,-80.86,107381.0,PS3,2016.0,EU_Sales,0
Persona 5,Ecuador,-2.2,-80.86,124099.0,PS4,2016.0,JP_Sales,0.37
Persona 5,Ecuador,-2.2,-80.86,124100.0,PS3,2016.0,JP_Sales,0.11
Persona 5,Ecuador,-2.2,-80.86,140818.0,PS4,2016.0,Other_Sales,0
Persona 5,Ecuador,-2.2,-80.86,140819.0,PS3,2016.0,Other_Sales,0
Persona 5,Ecuador,-2.2,-80.86,157537.0,PS4,2016.0,Global_Sales,0.37
Persona 5,Ecuador,-2.2,-80.86,157538.0,PS3,2016.0,Global_Sales,0.11
Persona 5,Ecuador,-2.2,-80.86,241132.0,PS4,2016.0,Developer,Atlus
Persona 5,Ecuador,-2.2,-80.86,241133.0,PS3,2016.0,Developer,Atlus
FIFA 17,Egypt,30.03,31.23,51150.0,PS4,2016.0,Genre,Sports
FIFA 17,Egypt,30.03,31.23,51151.0,XOne,2016.0,Genre,Sports
FIFA 17,Egypt,30.03,31.23,51152.0,PS3,2016.0,Genre,Sports
FIFA 17,Egypt,30.03,31.23,51153.0,X360,2016.0,Genre,Sports
FIFA 17,Egypt,30.03,31.23,51154.0,PC,2016.0,Genre,Sports
FIFA 17,Egypt,30.03,31.23,67869.0,PS4,2016.0,Publisher,Electronic Arts
FIFA 17,Egypt,30.03,31.23,67870.0,XOne,2016.0,Publisher,Electronic Arts
FIFA 17,Egypt,30.03,31.23,67871.0,PS3,2016.0,Publisher,Electronic Arts
FIFA 17,Egypt,30.03,31.23,67872.0,X360,2016.0,Publisher,Electronic Arts
FIFA 17,Egypt,30.03,31.23,67873.0,PC,2016.0,Publisher,Electronic Arts
FIFA 17,Egypt,30.03,31.23,84588.0,PS4,2016.0,NA_Sales,0.66
FIFA 17,Egypt,30.03,31.23,84589.0,XOne,2016.0,NA_Sales,0.43
FIFA 17,Egypt,30.03,31.23,84590.0,PS3,2016.0,NA_Sales,0.05
FIFA 17,Egypt,30.03,31.23,84591.0,X360,2016.0,NA_Sales,0.07
FIFA 17,Egypt,30.03,31.23,84592.0,PC,2016.0,NA_Sales,0
FIFA 17,Egypt,30.03,31.23,101307.0,PS4,2016.0,EU_Sales,5.75
FIFA 17,Egypt,30.03,31.23,101308.0,XOne,2016.0,EU_Sales,2.05
FIFA 17,Egypt,30.03,31.23,101309.0,PS3,2016.0,EU_Sales,0.55
