game,platform,year,genre,publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,critic_score,critic_count,User_Score,User_Count,Rating,platformC
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,,,,,,Atari
Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34,,,,,,Atari
Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34,,,,,,Atari
Porkys,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0,0,0.25,,,,,,Atari
Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22,,,,,,Atari
Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,,,,,,Atari
River Raid,2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6,,,,,,Atari
Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0,0.02,1.31,,,,,,Atari
Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0,0.01,1.15,,,,,,Atari
Megamania,2600,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1,,,,,,Atari
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77,,,,,,Atari
Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0,0.01,0.66,,,,,,Atari
Kung-Fu Master,2600,1987,Action,Activision,0.6,0.04,0,0.01,0.65,,,,,,Atari
The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0,0.01,0.55,,,,,,Atari
Fishing Derby,2600,1980,Sports,Activision,0.48,0.03,0,0.01,0.51,,,,,,Atari
River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0,0.01,0.51,,,,,,Atari
Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0,0.01,0.5,,,,,,Atari
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,0.49,,,,,,Atari
Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0,0,0.48,,,,,,Atari
Double Dragon,2600,1989,Action,Activision,0.45,0.02,0,0.01,0.47,,,,,,Atari
Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47,,,,,,Atari
Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0,0,0.45,,,,,,Atari
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.43,,,,,,Atari
Laser Blast,2600,1981,Action,Activision,0.37,0.02,0,0,0.39,,,,,,Atari
Freeway,2600,1980,Action,Activision,0.32,0.02,0,0,0.34,,,,,,Atari
Frostbite,2600,1983,Action,Activision,0.32,0.02,0,0,0.34,,,,,,Atari
Dragster,2600,1980,Racing,Activision,0.3,0.02,0,0,0.32,,,,,,Atari
Dolphin,2600,1983,Action,Activision,0.27,0.02,0,0,0.29,,,,,,Atari
Beamrider,2600,1984,Racing,Activision,0.26,0.01,0,0,0.27,,,,,,Atari
Bridge,2600,1980,Misc,Activision,0.25,0.02,0,0,0.27,,,,,,Atari
Rampage,2600,1988,Action,Activision,0.22,0.01,0,0,0.24,,,,,,Atari
Ghostbusters II,2600,1992,Action,Activision,0.2,0.01,0,0,0.21,,,,,,Atari
Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0,0,0.15,,,,,,Atari
Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,0.5,,,,,,Atari
Pac-Man,2600,1982,Puzzle,Atari,7.28,0.45,0,0.08,7.81,,,,,,Atari
Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,,,,,,Atari
Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76,,,,,,Atari
Space Invaders,2600,1978,Shooter,Atari,2.36,0.14,0,0.03,2.53,,,,,,Atari
E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,,,,,,Atari
Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65,,,,,,Atari
Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64,,,,,,Atari
Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59,,,,,,Atari
Centipede,2600,1981,Shooter,Atari,1.26,0.08,0,0.01,1.36,,,,,,Atari
Adventure,2600,1980,Adventure,Atari,1.21,0.08,0,0.01,1.3,,,,,,Atari
Combat,2600,1977,Action,Atari,1.17,0.07,0,0.01,1.25,,,,,,Atari
Pole Position,2600,1982,Racing,Atari,1.1,0.07,0,0.01,1.18,,,,,,Atari
Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0,0.01,1.12,,,,,,Atari
Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0,0.01,1.1,,,,,,Atari
Joust,2600,1982,Platform,Atari,1.01,0.06,0,0.01,1.08,,,,,,Atari
Defender,2600,1980,Misc,Atari,0.99,0.05,0,0.01,1.05,,,,,,Atari
Air-Sea Battle,2600,1980,Shooter,Atari,0.91,0.06,0,0.01,0.98,,,,,,Atari
Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97,,,,,,Atari
Yars Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78,,,,,,Atari
Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78,,,,,,Atari
Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77,,,,,,Atari
Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77,,,,,,Atari
Berzerk,2600,1981,Shooter,Atari,0.68,0.04,0,0.01,0.73,,,,,,Atari
Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0,0.01,0.72,,,,,,Atari
Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0,0.01,0.62,,,,,,Atari
Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0,0.01,0.5,,,,,,Atari
RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0,0.01,0.5,,,,,,Atari
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0,0.01,0.5,,,,,,Atari
Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01,0.48,,,,,,Atari
Circus Atari,2600,1977,Action,Atari,0.43,0.03,0,0,0.46,,,,,,Atari
Gremlins,2600,1983,Action,Atari,0.43,0.03,0,0,0.46,,,,,,Atari
Phoenix,2600,1981,Simulation,Atari,0.42,0.02,0,0,0.45,,,,,,Atari
Maze Craze: A Game of Cops n Robbers,2600,1980,Action,Atari,0.42,0.02,0,0,0.45,,,,,,Atari
Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0,0.45,,,,,,Atari
Super Breakout,2600,1976,Puzzle,Atari,0.41,0.03,0,0,0.44,,,,,,Atari
Pengo,2600,1983,Adventure,Atari,0.38,0.02,0,0,0.4,,,,,,Atari
Hangman,2600,1978,Puzzle,Atari,0.35,0.02,0,0,0.38,,,,,,Atari
Gravitar,2600,1982,Action,Atari,0.35,0.02,0,0,0.38,,,,,,Atari
Solaris,2600,1986,Shooter,Atari,0.35,0.02,0,0,0.37,,,,,,Atari
Slot Machine,2600,1979,Action,Atari,0.29,0.02,0,0,0.31,,,,,,Atari
RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0,0.29,,,,,,Atari
Indy 500,2600,1977,Racing,Atari,0.26,0.01,0,0,0.27,,,,,,Atari
Flag Capture,2600,1983,Action,Atari,0.25,0.02,0,0,0.27,,,,,,Atari
RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0,0,0.26,,,,,,Atari
Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0,0,0.26,,,,,,Atari
Checkers,2600,1980,Misc,Atari,0.22,0.01,0,0,0.24,,,,,,Atari
Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0,0.22,,,,,,Atari
RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0,0,0.21,,,,,,Atari
Home Run,2600,1978,Sports,Atari,0.14,0.01,0,0,0.15,,,,,,Atari
Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0,0.15,,,,,,Atari
Krull,2600,1982,Action,Atari,0.13,0.01,0,0,0.14,,,,,,Atari
RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13,,,,,,Atari
Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08,,,,,,Atari
Super Baseball,2600,1987,Sports,Atari,0.07,0,0,0,0.07,,,,,,Atari
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,0,0.17,,,,,,Atari
Assault,2600,1982,Action,Bom,0.21,0.01,0,0,0.22,,,,,,Atari
Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0,0,0.31,,,,,,Atari
Donkey Kong,2600,1981,Platform,Coleco,1.36,0.08,0,0.02,1.46,,,,,,Atari
Smurf: Rescue In Gargamels Castle,2600,1981,Action,Coleco,0.55,0.03,0,0.01,0.59,,,,,,Atari
Mouse Trap,2600,1981,Action,Coleco,0.38,0.02,0,0,0.4,,,,,,Atari
Carnival,2600,1981,Shooter,Coleco,0.32,0.02,0,0,0.34,,,,,,Atari
Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0,0,0.27,,,,,,Atari
Action Force,2600,1982,Action,CPG Products,0.5,0.03,0,0.01,0.54,,,,,,Atari
Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,,,,,,Atari
Frankensteins Monster,2600,1982,Action,Data Age,0.3,0.02,0,0,0.32,,,,,,Atari
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0,0,0.03,0,0.03,,,,,,Atari
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0,0,0.02,0,0.02,,,,,,Atari
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0,0,0.02,0,0.02,,,,,,Atari
Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0,0.02,2.13,,,,,,Atari
Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0,0.01,1.27,,,,,,Atari
Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05,,,,,,Atari
Dragonfire,2600,1981,Action,Imagic,0.35,0.02,0,0,0.37,,,,,,Atari
Aliens Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34,,,,,,Atari
Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,Atari
Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01,0.67,,,,,,Atari
BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0,0.01,0.59,,,,,,Atari
Bump n Jump,2600,1982,Racing,Mattel Interactive,0.37,0.02,0,0,0.39,,,,,,Atari
Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36,,,,,,Atari
Astroblast,2600,1981,Action,Mattel Interactive,0.29,0.02,0,0,0.31,,,,,,Atari
Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0,0,0.24,,,,,,Atari
International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19,,,,,,Atari
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0,0.17,,,,,,Atari
Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,,,,,,Atari
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0,0,0.02,0,0.02,,,,,,Atari
Custers Revenge,2600,1981,Action,Mystique,0.76,0.05,0,0.01,0.82,,,,,,Atari
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,Atari
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,Atari
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0,0,0.17,0,0.17,,,,,,Atari
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,Atari
Kidou Senshi Gundam Vol.3 -A Baoa Qu-,WS,2002,Strategy,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,Atari
Doukyuusei,TG16,1995,Adventure,NEC,0,0,0.14,0,0.14,,,,,,Atari
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,0.03,0,0.03,,,,,,Atari
Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2,,,,,,Atari
Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93,,,,,,Atari
Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0,0.01,0.58,,,,,,Atari
Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0,0.01,0.54,,,,,,Atari
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0,0,0.33,,,,,,Atari
Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22,,,,,,Atari
Mr. Do!s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0,0,0.17,,,,,,Atari
Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87,,,,,,Atari
Breakaway IV,2600,1978,Puzzle,Sears,0.2,0.01,0,0,0.21,,,,,,Atari
Sonic CD,SCD,1993,Platform,Sega,1,0.36,0.09,0.05,1.5,,,,,,Atari
Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0,0,0.4,,,,,,Atari
Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0,0.14,,,,,,Atari
Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0,0,0.07,0,0.07,,,,,,Atari
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06,,,,,,Atari
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0,0,0.05,0,0.05,,,,,,Atari
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0,0,0.04,0,0.05,,,,,,Atari
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0,0,0.04,0,0.04,,,,,,Atari
Samurai Shodown II,NG,1994,Fighting,SNK,0,0,0.25,0,0.25,,,,,,Atari
The King of Fighters 95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0,0.23,,,,,,Atari
The King of Fighters 95,NG,1995,Fighting,SNK,0,0,0.2,0,0.2,,,,,,Atari
Samurai Spirits (CD),NG,1994,Fighting,SNK,0,0,0.2,0,0.2,,,,,,Atari
The King of Fighters 94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0,0.14,,,,,,Atari
The King of Fighters 94,NG,1994,Fighting,SNK,0,0,0.12,0,0.12,,,,,,Atari
Samurai Shodown III,NG,1995,Fighting,SNK,0,0,0.08,0,0.08,,,,,,Atari
Samurai Shodown,NG,1993,Fighting,SNK,0,0,0.07,0,0.07,,,,,,Atari
The King of Fighters 96,NG,1996,Fighting,SNK,0,0,0.06,0,0.06,,,,,,Atari
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,0.04,,,,,,Atari
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0,0,0.51,0,0.51,,,,,,Atari
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0,0.25,,,,,,Atari
Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0,0,0.33,,,,,,Atari
Front Line,2600,1981,Action,Taito,0.22,0.01,0,0,0.24,,,,,,Atari
Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,0,0,0.02,0,0.02,,,,,,Atari
Fast Food,2600,1981,Action,Telesys,0.27,0.02,0,0,0.29,,,,,,Atari
King Kong,2600,1981,Action,Tigervision,0.65,0.04,0,0.01,0.69,,,,,,Atari
Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0,0,0.45,,,,,,Atari
Polaris,2600,1982,Action,Tigervision,0.26,0.02,0,0,0.28,,,,,,Atari
Karate,2600,1982,Fighting,Ultravision,0.44,0.03,0,0,0.47,,,,,,Atari
X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0,0.01,0.63,,,,,,Atari
Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0,0.01,0.62,,,,,,Atari
High Heat Major League Baseball 2004,X,2003,Sports,3DO,0.06,0.02,0,0,0.08,83,14,8.4,8,E,Microsoft
Summer Athletics 2009,X360,2009,Sports,49Games,0,0.03,0,0,0.03,,,,,,Microsoft
Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.45,0,0.18,2.37,42,10,5.5,16,E,Microsoft
Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,67,37,6.8,131,M,Microsoft
Terraria,X360,2013,Action,505 Games,0.35,0.27,0,0.06,0.68,81,39,7.1,140,T,Microsoft
Payday 2,X360,2013,Shooter,505 Games,0.33,0.19,0,0.05,0.57,75,18,6.3,203,M,Microsoft
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0,0.05,0.51,80,43,8.4,18,T,Microsoft
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03,0.44,44,4,,,E,Microsoft
Naughty Bear,X360,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,43,51,5.6,70,T,Microsoft
Rocket League,XOne,2016,Sports,505 Games,0.09,0.25,0,0.03,0.37,87,22,8.3,199,E,Microsoft
Sniper Elite 3,XOne,2014,Shooter,505 Games,0.22,0.11,0,0.03,0.36,63,12,6.6,68,M,Microsoft
Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.12,0,0.03,0.31,,,6.6,26,M,Microsoft
Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28,55,14,3.9,13,E,Microsoft
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,T,Microsoft
Jillian Michaels Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2,,,,,E,Microsoft
Payday 2,XOne,2015,Shooter,505 Games,0.11,0.07,0,0.02,0.19,,,,,,Microsoft
Zumba Fitness Rush,X360,2012,Sports,505 Games,0,0.16,0,0.02,0.18,73,7,6.2,5,E10+,Microsoft
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,40,11,4.2,5,T,Microsoft
Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.01,0.16,,,,,T,Microsoft
Hulk Hogans Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,26,4,2.2,20,T,Microsoft
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,,,,,E,Microsoft
Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12,37,12,4.5,14,T,Microsoft
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11,48,10,3.5,6,E,Microsoft
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,,,5.1,8,E10+,Microsoft
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0,0,0.01,0.09,,,,,,Microsoft
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09,56,24,5.7,19,E10+,Microsoft
Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0,0.01,0.01,0.09,71,22,6.6,8,T,Microsoft
Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.02,0,0.01,0.08,49,17,6.2,11,M,Microsoft
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0,0,0.06,,,,,,Microsoft
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,T,Microsoft
Ultra Bust-A-Move,X,2004,Puzzle,505 Games,0.04,0.01,0,0,0.05,74,12,,,E,Microsoft
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,M,Microsoft
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,E10+,Microsoft
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.04,0.01,0,0,0.05,81,6,8.9,27,T,Microsoft
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,30,T,Microsoft
Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27,E,Microsoft
Guilty Gear 2: Overture,X360,2007,Fighting,505 Games,0,0,0.01,0,0.01,56,12,5.7,7,T,Microsoft
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5p,0,0,0.08,0,0.08,,,,,,Microsoft
Steins;Gate,X360,2009,Adventure,5p,0,0,0.06,0,0.06,,,,,,Microsoft
Phantom Breaker,X360,2011,Fighting,5p,0.02,0,0.02,0,0.04,,,,,T,Microsoft
Chaos;Head Noah,X360,2009,Adventure,5p,0,0,0.04,0,0.04,,,,,,Microsoft
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5p,0,0,0.03,0,0.03,,,,,,Microsoft
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5p,0,0,0.02,0,0.02,,,,,,Microsoft
11eyes: CrossOver,X360,2009,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Robotics;Notes,X360,2012,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Dunamis 15,X360,2011,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Psycho-Pass,XOne,2014,Adventure,5p,0,0,0.02,0,0.02,,,,,,Microsoft
Bullet Soul: Tama Tamashii,X360,2011,Shooter,5p,0,0,0.01,0,0.01,,,,,,Microsoft
Tayutama: Kiss on my Deity,X360,2009,Adventure,5p,0,0,0.01,0,0.01,,,,,,Microsoft
Muv-Luv Alternative: Total Eclipse,X360,2013,Simulation,5p,0,0,0.01,0,0.01,,,,,,Microsoft
Bullet Soul Infinite Burst,X360,2014,Shooter,5p,0,0,0.01,0,0.01,,,,,T,Microsoft
Memories Off 6: Next Relation,X360,2009,Adventure,5p,0,0,0.01,0,0.01,,,,,,Microsoft
Turok: Evolution,X,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,0.55,68,25,6.7,9,M,Microsoft
ATV Quad Power Racing 2,X,2003,Racing,Acclaim Entertainment,0.36,0.07,0,0.01,0.45,68,17,,,E,Microsoft
All-Star Baseball 2003,X,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,79,15,8.1,7,E,Microsoft
Baldurs Gate: Dark Alliance II,X,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,77,44,7.9,16,T,Microsoft
Burnout 2: Point of Impact,X,2003,Racing,Acclaim Entertainment,0.18,0.05,0,0.01,0.24,88,23,5.1,23,E,Microsoft
Dave Mirra Freestyle BMX 2,X,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,76,18,8.2,6,T,Microsoft
All-Star Baseball 2005,X,2004,Sports,Acclaim Entertainment,0.11,0.03,0,0.01,0.15,75,31,8.8,12,E,Microsoft
NBA Jam,X,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.14,68,17,9.1,7,E,Microsoft
Legends of Wrestling,X,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14,65,10,5.8,4,T,Microsoft
All-Star Baseball 2004,X,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,E,Microsoft
Burnout,X,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,75,13,6.6,12,E,Microsoft
Legends of Wrestling II,X,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.13,62,14,,,T,Microsoft
Showdown: Legends of Wrestling,X,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.12,57,33,,,T,Microsoft
BMX XXX,X,2002,Sports,Acclaim Entertainment,0.08,0.02,0,0,0.11,58,26,7.8,9,M,Microsoft
Vexx,X,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1,70,21,8.5,10,T,Microsoft
Aggressive Inline,X,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,85,20,7.7,7,T,Microsoft
Speed Kings,X,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,60,16,8.8,4,E,Microsoft
Gladiator: Sword of Vengeance,X,2003,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,65,25,7.1,7,M,Microsoft
Alias,X,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,64,37,6,4,T,Microsoft
SX Superstar,X,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,,,T,Microsoft
Dakar 2: The Worlds Ultimate Rally,X,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,,,,Microsoft
XGRA: Extreme G Racing Association,X,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,66,15,6.8,5,T,Microsoft
Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.06,4.26,0.13,1.33,14.77,88,81,3.4,8715,M,Microsoft
Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.73,3.7,0.11,1.13,14.67,87,89,6.3,1456,M,Microsoft
Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.26,0.07,1.12,13.69,83,73,4.8,2261,M,Microsoft
Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.6,0.08,1.28,13.48,94,100,6.3,2702,M,Microsoft
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.75,2.58,0.04,0.91,10.28,73,29,2.6,2118,M,Microsoft
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.95,2.37,0.13,0.9,9.35,94,70,8.4,1322,M,Microsoft
Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.62,2.12,0.02,0.69,7.44,,,,,,Microsoft
Call of Duty: World at War,X360,2008,Shooter,Activision,4.83,1.9,0,0.7,7.42,84,84,7.6,583,M,Microsoft
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.24,1.55,0.01,0.48,5.28,81,53,5.4,900,M,Microsoft
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85,69,7.9,167,T,Microsoft
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.79,1.13,0,0.4,4.32,,,4.9,221,M,Microsoft
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,7.5,65,E10+,Microsoft
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2.25,0.98,0,0.33,3.56,78,18,3.2,315,M,Microsoft
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.38,75,11,5.5,1736,T,Microsoft
