game,platform,year,genre,publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,critic_score,critic_count,User_Score,User_Count,Rating,platformC
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04,46,5,,,T,PlayStation
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.02,0.02,0,0.01,0.04,,,7,5,M,PlayStation
The Voice,PS3,2014,Action,Activision,0.03,0,0,0.01,0.04,,,,,,PlayStation
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.03,0,0,0.01,0.04,48,4,2,53,M,PlayStation
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0,0,0.03,,,,,,PlayStation
Kings Quest: The Complete Collection,PS4,2016,Adventure,Activision,0.03,0,0,0.01,0.03,,,,,E10+,PlayStation
Cabelas Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0,0,0.01,0.03,,,5.9,8,T,PlayStation
The Peanuts Movie: Snoopys Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03,59,4,6.6,19,E,PlayStation
Shanghai: True Valor,PS,1998,Puzzle,Activision,0.01,0.01,0,0,0.02,,,,,,PlayStation
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0,0,0,0.02,,,6.5,4,T,PlayStation
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.02,0,0,0.02,,,,,,PlayStation
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,Activision,0,0,0.02,0,0.02,,,,,,PlayStation
Cabelas Alaskan Adventure,PS2,2006,Sports,Activision,0.01,0.01,0,0,0.02,,,,,,PlayStation
Geometry Wars 3: Dimensions Evolved,PS4,2016,Action,Activision,0.01,0,0,0,0.02,,,6.8,4,E,PlayStation
SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.01,0,0,0,0.01,,,5.1,7,E,PlayStation
Greg Hastings Tournament Paintball Maxd,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01,70,8,9.2,32,E10+,PlayStation
SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,0,0,0,0,0.01,,,,,,PlayStation
Cabelas Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76,,,9,40,T,PlayStation
Cabelas Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.37,0,0,0.03,0.4,,,5,9,T,PlayStation
Cabelas Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27,,,,,T,PlayStation
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26,,,8.3,11,E10+,PlayStation
Cabelas Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0,0,0.02,0.23,,,,,T,PlayStation
Cabelas Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21,,,,,,PlayStation
Cabelas Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2,,,,,T,PlayStation
Cabelas Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,,,9.2,5,T,PlayStation
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16,45,9,7.4,10,E10+,PlayStation
Cabelas Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0,0.02,0.14,,,6.6,5,T,PlayStation
Cabelas Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,T,PlayStation
Cabelas Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06,,,4,4,T,PlayStation
Cabelas African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0,0.05,,,,,T,PlayStation
Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17,,,,,,PlayStation
Fishermans Bass Clu,PS2,2002,Sports,Agetec,0.53,0.41,0,0.14,1.08,,,,,E,PlayStation
Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,,,,,,PlayStation
Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66,28,8,7,T,PlayStation
Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,,,,,,PlayStation
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0,0.01,0.08,79,16,8.6,10,T,PlayStation
DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.04,,,,,E10+,PlayStation
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0,0,0.03,,,,,,PlayStation
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0,0,0.02,,,,,,PlayStation
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.04,0,0.03,0.01,0.08,83,31,8.3,119,M,PlayStation
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16,T,PlayStation
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.07,71,8,8.6,18,T,PlayStation
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,T,PlayStation
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0,0.04,0,0.06,,,,,,PlayStation
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,8,21,T,PlayStation
Magus,PS3,2014,Role-Playing,Aksys Games,0.01,0,0,0,0.01,32,8,4.7,15,T,PlayStation
Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22,,,,,,PlayStation
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0,0,0.11,0,0.11,,,,,,PlayStation
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0,0,0.07,0,0.07,,,,,,PlayStation
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,0.06,0,0.06,,,,,,PlayStation
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,PlayStation
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,PlayStation
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,PlayStation
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,PlayStation
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,PlayStation
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0,0,0.02,0,0.02,,,,,,PlayStation
Umineko no Naku Koro ni Portable 1,PSP,2011,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Onigokko! Portable,PSP,2013,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
No Fate! Only the Power of Will,PSP,2010,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,PlayStation
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12,E,PlayStation
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,0.03,0,0,0.03,,,,,,PlayStation
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,,,,,,PlayStation
Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,77,12,8.1,8,T,PlayStation
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0,0,0.03,0,0.03,,,,,,PlayStation
Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,0,0,0.02,0,0.02,,,,,,PlayStation
To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14,,,,,,PlayStation
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11,,,,,,PlayStation
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11,,,,,,PlayStation
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.11,75,13,7.8,20,T,PlayStation
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08,,,,,,PlayStation
Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0,0,0.08,0,0.08,,,,,,PlayStation
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08,,,,,,PlayStation
Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0,0,0.07,0,0.07,,,,,,PlayStation
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06,,,,,,PlayStation
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.06,0,0.06,,,,,,PlayStation
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,PlayStation
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,PlayStation
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,PlayStation
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,PlayStation
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,PlayStation
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,PlayStation
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04,,,,,,PlayStation
Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03,,,,,,PlayStation
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.03,0,0.03,,,,,,PlayStation
White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0,0,0.02,0,0.02,,,,,,PlayStation
Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01,,,,,,PlayStation
Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus,0,0,0.01,0,0.01,,,,,,PlayStation
Routes PE,PS2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01,,,,,,PlayStation
Heartful Simulator Pachi-Slot: To Heart 2,PS3,2012,Action,Aqua Plus,0,0,0.01,0,0.01,,,,,,PlayStation
Power Stakes,PS,1997,Sports,Aques,0,0,0.15,0.01,0.16,,,,,,PlayStation
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0,0.14,0.03,0.31,83,16,8.3,64,T,PlayStation
Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.1,0,0.07,0.02,0.19,,,,,,PlayStation
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02,0.16,,,,,,PlayStation
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.04,0,0.03,0.01,0.08,,,7.8,28,T,PlayStation
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,,,,,,PlayStation
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0.01,0.04,,,7.1,14,M,PlayStation
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.02,0,0.01,0.01,0.03,43,5,7.4,24,M,PlayStation
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0,0,0.01,0.03,63,4,6.4,5,M,PlayStation
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,,,PlayStation
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,0.01,0,0,0,0.02,,,7.1,8,M,PlayStation
Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,,,,,,PlayStation
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,PlayStation
Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,PlayStation
Skullgirls: 2nd Encore,PS4,2016,Fighting,Arc System Works,0,0,0.01,0,0.01,82,18,7.6,26,T,PlayStation
Skullgirls: 2nd Encore,PSV,2016,Fighting,Arc System Works,0,0,0.01,0,0.01,76,7,8.3,11,T,PlayStation
Phi Brain: Kizuna no Puzzle,PSP,2012,Action,Arc System Works,0,0,0.01,0,0.01,,,,,,PlayStation
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,0,0,0.07,0,0.07,,,,,,PlayStation
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05,,,,,,PlayStation
Technic Beat,PS2,2002,Misc,Arika,0.01,0.01,0,0,0.02,67,24,,,E,PlayStation
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25,,,,,,PlayStation
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,,,,,,PlayStation
Neo Atlas,PS,1998,Strategy,ArtDink,0,0,0.09,0.01,0.09,,,,,,PlayStation
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,0.03,0,0.03,,,,,,PlayStation
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,0.02,0,0.02,,,,,E10+,PlayStation
Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02,,,,,,PlayStation
Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02,,,,,,PlayStation
Neo Atlas 1469,PSV,2016,Misc,ArtDink,0,0,0.01,0,0.01,,,,,,PlayStation
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0,0,0.5,0.04,0.54,,,,,,PlayStation
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0,0,0.49,0.03,0.53,,,,,,PlayStation
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0,0,0.1,0.01,0.11,,,,,,PlayStation
TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,1.31,,,,,,PlayStation
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04,0.66,,,,,,PlayStation
Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0,0,0.05,,,,,,PlayStation
Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09,,,,,,PlayStation
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0,0,1.06,0.07,1.13,,,,,,PlayStation
Bass Landing,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,,,,,,PlayStation
Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,,,,,,PlayStation
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,66,11,8.2,9,E,PlayStation
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0,0.02,0.34,,,,,,PlayStation
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32,,,,,,PlayStation
Moon,PS,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18,,,,,,PlayStation
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11,,,,,,PlayStation
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,,,,,,PlayStation
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,,,,,,PlayStation
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,,,PlayStation
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,,,PlayStation
Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01,,,,,,PlayStation
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06,,,,,,PlayStation
Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0,0,0.05,0,0.05,,,,,,PlayStation
Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,0.03,0,0.03,,,,,,PlayStation
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,0.03,0,0.03,,,,,,PlayStation
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,0.03,0,0.03,,,,,,PlayStation
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02,,,,,,PlayStation
Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,0.02,0,0.02,,,,,,PlayStation
Unending Bloody Call,PSP,2012,Action,Asgard,0,0,0.01,0,0.01,,,,,,PlayStation
"Iza, Shutshjin! Koisen Dai-ni-maku",PSP,2014,Adventure,Asgard,0,0,0.01,0,0.01,,,,,,PlayStation
Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1,,,,,,PlayStation
Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0,0,0.09,0,0.09,,,,,,PlayStation
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04,,,,,,PlayStation
Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62,14,7.7,93,T,PlayStation
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,T,PlayStation
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,T,PlayStation
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,176,T,PlayStation
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,66,28,8.2,92,T,PlayStation
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,140,T,PlayStation
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71,T,PlayStation
Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0,0.2,1.55,71,37,5.7,36,T,PlayStation
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73,19,7.4,23,T,PlayStation
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18,1.32,93,20,7.4,25,E,PlayStation
Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0,0.16,1.29,75,51,8.6,27,T,PlayStation
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,75,35,8.5,60,T,PlayStation
Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0,0.16,1.23,57,51,5.5,102,M,PlayStation
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32,T,PlayStation
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,71,32,7.2,52,T,PlayStation
Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0,0.05,0.84,,,,,,PlayStation
The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81,,,,,,PlayStation
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,73,31,8.6,61,T,PlayStation
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45,26,3,29,T,PlayStation
Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0,0.05,0.72,,,,,,PlayStation
SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0,0.09,0.7,84,22,8.2,11,E,PlayStation
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,76,24,8.9,81,T,PlayStation
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,,,,,,PlayStation
Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,69,32,2.9,52,E10+,PlayStation
Centipede,PS,1998,Shooter,Atari,0.36,0.25,0,0.04,0.65,,,,,,PlayStation
Test Drive Unlimited 2,PS3,2011,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70,43,6.1,44,T,PlayStation
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61,75,34,7.7,35,T,PlayStation
Backyard NBA Basketball,PS2,2003,Sports,Atari,0.29,0.22,0,0.07,0.59,,,,,,PlayStation
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0,0.07,0.58,38,21,6.3,23,T,PlayStation
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,70,21,8.1,19,T,PlayStation
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,80,18,7.3,29,E10+,PlayStation
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49,69,42,7.9,42,T,PlayStation
Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0,0.06,0.49,,,7.2,10,E,PlayStation
One Piece: Grand Battle!,PS,2001,Fighting,Atari,0,0,0.46,0.03,0.49,,,,,,PlayStation
Jeopardy!,PS2,2003,Misc,Atari,0.24,0.18,0,0.06,0.48,,,,,,PlayStation
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47,62,19,8.7,21,T,PlayStation
Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0,0.06,0.46,49,13,5.5,31,T,PlayStation
.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46,70,23,8.7,19,T,PlayStation
Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0,0.03,0.45,,,,,,PlayStation
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,8.7,34,T,PlayStation
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,T,PlayStation
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,,PlayStation
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43,64,9,8.7,6,E10+,PlayStation
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42,64,22,7.2,9,E,PlayStation
The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0,0.05,0.41,58,17,5.7,18,T,PlayStation
Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,66,12,4.3,6,E,PlayStation
Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0,0.05,0.38,60,9,8.8,25,T,PlayStation
Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,T,PlayStation
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0,0.36,,,,,,PlayStation
MXRider,PS2,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,69,16,6.8,6,E,PlayStation
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0,0.32,,,,,,PlayStation
Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,0.14,0.11,0,0.04,0.28,64,30,7.8,10,T,PlayStation
